,creatorid,post_id,title,caption,likes,thumbnail_url,url,date_utc,typename,caption_hashtags,is_video,audio_url,audio_transcript,en_audio_transcript
10,hydrationceo,C3dFihLL0QE,,"$40 for a tinted lip balm is wild to me, I’m sticking with the $12 doop 💅 

#diorglowbalm #diorlipbalm #lipbalm #doop #quo #luxurydoop #dupe #dupes",9003,posts\2024-02-17_15-58-58_UTC.jpg,posts\2024-02-17_15-58-58_UTC.mp4,2024-02-17 15:58:58,GraphVideo,"['diorglowbalm', 'diorlipbalm', 'lipbalm', 'doop', 'quo', 'luxurydoop', 'dupe', 'dupes']",True,audio_output/2024-02-17_15-58-58_UTC.mp3,"So I picked this up in Canada, and you cannot tell me that these do not look identical. Even the colors look identical. So we're gonna start with the Dior Lip Glow in the shade Raspberry. It's definitely giving like chapstick vibes, but very minty. And I'm feral for a mint scent, so I really dig that. This one is not super glowy, but it is very hydrating. Now we have a Quo in Punch. Literally looks the same. So not quite as pigmented, and there's no peppermint at all. But in terms of feeling, they feel identical on the lips. So you tell me, are we going for the dupe, or are we sticking with the OG?","So I picked this up in Canada, and you cannot tell me that these do not look identical. Even the colors look identical. So we're gonna start with the Dior Lip Glow in the shade Raspberry. It's definitely giving like chapstick vibes, but very minty. And I'm feral for a mint scent, so I really dig that. This one is not super glowy, but it is very hydrating. Now we have a Quo in Punch. Literally looks the same. So not quite as pigmented, and there's no peppermint at all. But in terms of feeling, they feel identical on the lips. So you tell me, are we going for the dupe, or are we sticking with the OG?"
11,hydrationceo,C3bL9YbrW-i,,"My ride or die shower products @loccitane #loccitanepartner 

#bodycare #everythingshower #skincare #bodyproducts #loccitane #loccitanealmondshoweroil #dove #nair #firstaidbeauty",11712,posts\2024-02-16_22-17-15_UTC.jpg,posts\2024-02-16_22-17-15_UTC.mp4,2024-02-16 22:17:15,GraphVideo,"['loccitanepartner', 'bodycare', 'everythingshower', 'skincare', 'bodyproducts', 'loccitane', 'loccitanealmondshoweroil', 'dove', 'nair', 'firstaidbeauty']",True,audio_output/2024-02-16_22-17-15_UTC.mp3,"I love a good everything shower. These are the staples. L'Occitane Almond Shower Oil. This stuff is so good. It smells so nutty and delicious. I am very much a gourmand girl. This actually transforms into kind of like a milky, frothy vibe when you rub it on your body. And when I leave, I don't even have to put lotion on. Like my skin is that hydrated. I don't want to hear your judgment. I love the Nair Shower Cream. They just reformulated this so it actually smells better. This one smells like orange blossom. It's a yummy scent. It's yummy. Super easy to use, less irritating than shaving. Definitely patched chest, but I love her. Bursa Beauty KP Bump Eraser. This is made for KP or strawberry skin. I use this for buttony. That is what I use this for. It's got like little pumices in it that are fine, but are still exfoliating. And it also has chemical exfoliation in it. So it is extra super good for butt acne. Now you know. For everywhere else, the Dove Body Scrub. This is so good, so affordable, smells delicious. This is the brown sugar and coconut. Ooh, it's not like too rough and just leaves your skin like super, super soft and smooth. I love this guy. So if you catch me in the shower for like an hour, that rhymed, this is what I'm doing.","I love a good everything shower. These are the staples. L'Occitane Almond Shower Oil. This stuff is so good. It smells so nutty and delicious. I am very much a gourmand girl. This actually transforms into kind of like a milky, frothy vibe when you rub it on your body. And when I leave, I don't even have to put lotion on. Like my skin is that hydrated. I don't want to hear your judgment. I love the Nair Shower Cream. They just reformulated this so it actually smells better. This one smells like orange blossom. It's a yummy scent. It's yummy. Super easy to use, less irritating than shaving. Definitely patched chest, but I love her. Bursa Beauty KP Bump Eraser. This is made for KP or strawberry skin. I use this for buttony. That is what I use this for. It's got like little pumices in it that are fine, but are still exfoliating. And it also has chemical exfoliation in it. So it is extra super good for butt acne. Now you know. For everywhere else, the Dove Body Scrub. This is so good, so affordable, smells delicious. This is the brown sugar and coconut. Ooh, it's not like too rough and just leaves your skin like super, super soft and smooth. I love this guy. So if you catch me in the shower for like an hour, that rhymed, this is what I'm doing."
12,hydrationceo,C3aj2DJL7bp,,"Nobody would ever clock my makeup as drugstore because I am looking glowy, glossed, and gorgeous 💅 

#drugstore #drugstoremakeupmusthaves #drugstoremakeup #affordablemakeup #cheapmakeup #makeuptok",3600,posts\2024-02-16_16-26-28_UTC.jpg,posts\2024-02-16_16-26-28_UTC.mp4,2024-02-16 16:26:28,GraphVideo,"['drugstore', 'drugstoremakeupmusthaves', 'drugstoremakeup', 'affordablemakeup', 'cheapmakeup', 'makeuptok']",True,audio_output/2024-02-16_16-26-28_UTC.mp3,"She's an icon. Icon. Icon. Icon. Icon. She's a legend. Legend. Legend. Legend. Legend. And she is the most. Most. Most. Then we go to the gay club, and who do I see as soon as I get in the door? Abby Lee Miller.","She's an icon. Icon. Icon. Icon. Icon. She's a legend. Legend. Legend. Legend. Legend. And she is the most. Most. Most. Then we go to the gay club, and who do I see as soon as I get in the door? Abby Lee Miller."
13,hydrationceo,C3YR5BqrGrt,,"Please give me ONE LAUNCH without vitamin c PLEASE 🙏 

#vitaminc #hater #skincare #skintok",2558,posts\2024-02-15_19-10-31_UTC.jpg,posts\2024-02-15_19-10-31_UTC.mp4,2024-02-15 19:10:31,GraphVideo,"['vitaminc', 'hater', 'skincare', 'skintok']",True,audio_output/2024-02-15_19-10-31_UTC.mp3,"Hello? Ho, the things that you've lied about, even pertaining to your mom, you don't want them out.","Hello? Ho, the things that you've lied about, even pertaining to your mom, you don't want them out."
14,hydrationceo,C3YFloILwNI,,"Screw a glow up, I’m just trying to LIVE MY LIFE WHY DO I NEED TO LOOK LIKE HAILEY BIEBER? 🤨 

#glowup #glowupchallenge #glowuptips #transformation #skincare #realtalk #bigsisteradvice #selflove #selfcare",4604,posts\2024-02-15_17-23-29_UTC.jpg,posts\2024-02-15_17-23-29_UTC.mp4,2024-02-15 17:23:29,GraphVideo,"['glowup', 'glowupchallenge', 'glowuptips', 'transformation', 'skincare', 'realtalk', 'bigsisteradvice', 'selflove', 'selfcare']",True,audio_output/2024-02-15_17-23-29_UTC.mp3,"I think glow culture is killing us and I don't think it's that hot to take. And as much as I love that people are being more honest about the procedures that they've had, I feel like we might have swung a little far in the other direction. There's a difference between being honest about what you've had and glamorizing glowing up. Now we've always made beauty like the first thing, the most important thing to like a person's value, which is super fucked up, but that hasn't really changed. Like it used to be a glow up was like box hair dye and like throwing on a bunch of makeup. And that's honestly kind of a fun vibe. Now a glow up is fillers, Botox, $3,000 hair extensions. Like the amount of wealth that goes into these videos is bananas. And it's super easy to get caught up in the cycle obviously, where you just feel like you need the next level or the next thing to be worthy of love, to have value. So here's a quick little reality check. A lot of those glow up videos you see online, they're paid for by the injector. Makeup and skincare should be an act of self care. Something that's fun to do that makes you feel good about yourself. Not something you feel like you have to do in order to look a certain way or to be presentable or to have your glow up moment. In fact, we don't need to glow up at all. You are just as beautiful and valuable as you are with the face that you're using to look at me right now. Again, you are beautiful and worthy of love just as you are now. Fuck a glow up, okay? I love you, bye.","I think glow culture is killing us and I don't think it's that hot to take. And as much as I love that people are being more honest about the procedures that they've had, I feel like we might have swung a little far in the other direction. There's a difference between being honest about what you've had and glamorizing glowing up. Now we've always made beauty like the first thing, the most important thing to like a person's value, which is super fucked up, but that hasn't really changed. Like it used to be a glow up was like box hair dye and like throwing on a bunch of makeup. And that's honestly kind of a fun vibe. Now a glow up is fillers, Botox, $3,000 hair extensions. Like the amount of wealth that goes into these videos is bananas. And it's super easy to get caught up in the cycle obviously, where you just feel like you need the next level or the next thing to be worthy of love, to have value. So here's a quick little reality check. A lot of those glow up videos you see online, they're paid for by the injector. Makeup and skincare should be an act of self care. Something that's fun to do that makes you feel good about yourself. Not something you feel like you have to do in order to look a certain way or to be presentable or to have your glow up moment. In fact, we don't need to glow up at all. You are just as beautiful and valuable as you are with the face that you're using to look at me right now. Again, you are beautiful and worthy of love just as you are now. Fuck a glow up, okay? I love you, bye."
15,hydrationceo,C3V1v6DL6kn,,"Thiccccy thicc trader joes hand cream has been saving me recently 🫡 

#handcream #handcreamcheese #tradedjoes #traderjoeshandcream #skincare",19332,posts\2024-02-14_20-26-15_UTC.jpg,posts\2024-02-14_20-26-15_UTC.mp4,2024-02-14 20:26:15,GraphVideo,"['handcream', 'handcreamcheese', 'tradedjoes', 'traderjoeshandcream', 'skincare']",True,audio_output/2024-02-14_20-26-15_UTC.mp3,"What's your persona about this Americana? Rhyme or am I shallow? Cause all my clothes designer, uh","What's your persona about this Americana? Rhyme or am I shallow? Cause all my clothes designer, uh"
16,hydrationceo,C3ThDjGLQtj,,"Don’t freak! The Ordinary’s newly reformulated Hyaluronic Acid 2% + B5 is even more slay than it was before 😉 @theordinary #theordinary #theordinarypartner

#skincare #hyaluronicacid #hydratingskincare #hydratingserum #serum #skincaretips",3151,posts\2024-02-13_22-48-01_UTC.jpg,posts\2024-02-13_22-48-01_UTC.mp4,2024-02-13 22:48:01,GraphVideo,"['theordinary', 'theordinarypartner', 'skincare', 'hyaluronicacid', 'hydratingskincare', 'hydratingserum', 'serum', 'skincaretips']",True,audio_output/2024-02-13_22-48-01_UTC.mp3,"Surprise, I was one of the first people to try the Ordinary Hyaluronic Acid plus B5 reformulation, and I've been testing it for two months. Old formula, new formula. Let's talk about the differences. So I loved the old formula. This is probably one of my favorite hyaluronic acid formulas out there. I've been using it for a long time, love the plumpness, love the hydration, but she was a little sticky on the skin. So not only did they update the feeling of this one, but they also changed the number of types of hyaluronic acid from three to five. And you can just see how watery and easily that spread. And this also has ceramides in it. This is the old formula. You can just see it's a little bit thicker and goopier. I do find that this does hydrate the skin and pump the skin a little bit better than the previous formula, which again, I did really like this formula. So it's just kind of an upgrade overall. So whether this is your fave hyaluronic acid or you thought it was a little bit too sticky and you didn't really wanna use it, I think you are gonna love the new version.","Surprise, I was one of the first people to try the Ordinary Hyaluronic Acid plus B5 reformulation, and I've been testing it for two months. Old formula, new formula. Let's talk about the differences. So I loved the old formula. This is probably one of my favorite hyaluronic acid formulas out there. I've been using it for a long time, love the plumpness, love the hydration, but she was a little sticky on the skin. So not only did they update the feeling of this one, but they also changed the number of types of hyaluronic acid from three to five. And you can just see how watery and easily that spread. And this also has ceramides in it. This is the old formula. You can just see it's a little bit thicker and goopier. I do find that this does hydrate the skin and pump the skin a little bit better than the previous formula, which again, I did really like this formula. So it's just kind of an upgrade overall. So whether this is your fave hyaluronic acid or you thought it was a little bit too sticky and you didn't really wanna use it, I think you are gonna love the new version."
17,hydrationceo,C3TXqukLN1F,,"After a week of testing all the most popular lip balms… I bring you my top 3 🏆 

#olehenriksen #summerfridays #elf #summerfridayslipbalm #lipbalm #lipbalmaddict #lipbalmreview",3847,posts\2024-02-13_21-25-30_UTC.jpg,posts\2024-02-13_21-25-30_UTC.mp4,2024-02-13 21:25:30,GraphVideo,"['olehenriksen', 'summerfridays', 'elf', 'summerfridayslipbalm', 'lipbalm', 'lipbalmaddict', 'lipbalmreview']",True,audio_output/2024-02-13_21-25-30_UTC.mp3,"I spent this last week testing all the most popular lip balms and I bring you now the best of the best. In number one with a 10 out of 10 score, we have the Ole Henriksen Pout Preserve. This is so long lasting. It smells amazing. It makes the lips look insane. It is number one for a reason. Number two is the Summer Fridays Lip Butter Balm. It's a nice medium texture, makes the lips look great. And again, it lasts a long time and it smells like crack cocaine. And number three is the Elf Squeeze Me Lip Balm. This is a $4 lip balm that looks fantastic on the lips, lasts a long time. The only down part is it does have a pretty strong smell. So if that bugs you, maybe a $4 lip balm is not for you. For this test, I just tested the absolute most popular lip balms. So if you want an underrated favorites next, let me know because I got you.","I spent this last week testing all the most popular lip balms and I bring you now the best of the best. In number one with a 10 out of 10 score, we have the Ole Henriksen Pout Preserve. This is so long lasting. It smells amazing. It makes the lips look insane. It is number one for a reason. Number two is the Summer Fridays Lip Butter Balm. It's a nice medium texture, makes the lips look great. And again, it lasts a long time and it smells like crack cocaine. And number three is the Elf Squeeze Me Lip Balm. This is a $4 lip balm that looks fantastic on the lips, lasts a long time. The only down part is it does have a pretty strong smell. So if that bugs you, maybe a $4 lip balm is not for you. For this test, I just tested the absolute most popular lip balms. So if you want an underrated favorites next, let me know because I got you."
18,hydrationceo,C3QsQuDOL5v,,"Drugstore FOREVERRRR 🫡

#bodycare #skincare #skincaretips #drugstorebeauty #drugstore #affordablebodycare #affordableskincare #neutrogena #aveeno",2605,posts\2024-02-12_20-28-10_UTC.jpg,posts\2024-02-12_20-28-10_UTC.mp4,2024-02-12 20:28:10,GraphVideo,"['bodycare', 'skincare', 'skincaretips', 'drugstorebeauty', 'drugstore', 'affordablebodycare', 'affordableskincare', 'neutrogena', 'aveeno']",True,audio_output/2024-02-12_20-28-10_UTC.mp3,"I want to make you mine. I want to feel, feel, feel, want to taste, taste, taste, want to get you, get you. I want to love, love, love, love, want to scream, scream, scream, want to make you mine.","I want to make you mine. I want to feel, feel, feel, want to taste, taste, taste, want to get you, get you. I want to love, love, love, love, want to scream, scream, scream, want to make you mine."
19,hydrationceo,C3QRechL6k7,,"The cutest galentines/valentines date idea 💕✨ @jcpenney #jcpbeauty #jcppartner 

#vday #valentinesidea #perfume #perfumeshopping #galentinesday #dateideas #valentinesdaygift",945,posts\2024-02-12_16-33-46_UTC.jpg,posts\2024-02-12_16-33-46_UTC.mp4,2024-02-12 16:33:46,GraphVideo,"['jcpbeauty', 'jcppartner', 'vday', 'valentinesidea', 'perfume', 'perfumeshopping', 'galentinesday', 'dateideas', 'valentinesdaygift']",True,audio_output/2024-02-12_16-33-46_UTC.mp3,"When was the last time you went fragrance shopping at a department store? Because I took my bestie for Valentine's day and we were giddy. Check out perfumes at JCPenneyBeauty. This is Sabrina Garpenter's Sweet Tooth. And oh my God. It smells like what I would expect. This is like edible. Yeah, I think so. Y'all, we found a Dolly Parton perfume and of course we had to smell it. And I like forced her to smell a decan white, be delicious. This is my everything in middle school. Okay, Ariana Grande, Mod Vanilla versus Mod Blush. Which is your favorite? Because I definitely thought vanilla was the winner. I definitely like this one better. Yeah. And what do you know? After all that sniffing, we both chose the exact same perfume. We both went with Sweet Tooth. Okay, bye.","When was the last time you went fragrance shopping at a department store? Because I took my bestie for Valentine's day and we were giddy. Check out perfumes at JCPenneyBeauty. This is Sabrina Garpenter's Sweet Tooth. And oh my God. It smells like what I would expect. This is like edible. Yeah, I think so. Y'all, we found a Dolly Parton perfume and of course we had to smell it. And I like forced her to smell a decan white, be delicious. This is my everything in middle school. Okay, Ariana Grande, Mod Vanilla versus Mod Blush. Which is your favorite? Because I definitely thought vanilla was the winner. I definitely like this one better. Yeah. And what do you know? After all that sniffing, we both chose the exact same perfume. We both went with Sweet Tooth. Okay, bye."
20,hydrationceo,C3OWyHJrByB,,"Rhode peptide lip balm got a LOT of hype but how does it stack up to all the greats we’ve seen this week? 👀 

#rhodepeptideliptreatment #rhodelipbalm #rhodeliptreatment #lipbalm #lipbalmaddict #lipbalmcollection",2507,posts\2024-02-11_22-40-58_UTC.jpg,posts\2024-02-11_22-40-58_UTC.mp4,2024-02-11 22:40:58,GraphVideo,"['rhodepeptideliptreatment', 'rhodelipbalm', 'rhodeliptreatment', 'lipbalm', 'lipbalmaddict', 'lipbalmcollection']",True,audio_output/2024-02-11_22-40-58_UTC.mp3,"I bought seven popular lip balms to find the best. Today is day seven, the last day, and we are trying the Rode Peptide Lip Treatment, and this is the shade Salted Caramel. Applicator check. So I have used this before, like right when it came out, and I stopped using it for a reason, a reason. So it is really shiny and it does smell amazing, just like salted caramel. Don't love that. It's got kind of like a medium texture, but anyway, I'll try this for the rest of the day and I'll be right back. So gritty. Hi, I'm back and I have thoughts. So for me, even though these are decently hydrating, the Potato Chip Krispies for a $16 lip balm, I think is just bananas. I think those launched at like a good time when there weren't like a ton of products like this in the market, but now there's so many options, like there's no point in buying this. One out of 10.","I bought seven popular lip balms to find the best. Today is day seven, the last day, and we are trying the Rode Peptide Lip Treatment, and this is the shade Salted Caramel. Applicator check. So I have used this before, like right when it came out, and I stopped using it for a reason, a reason. So it is really shiny and it does smell amazing, just like salted caramel. Don't love that. It's got kind of like a medium texture, but anyway, I'll try this for the rest of the day and I'll be right back. So gritty. Hi, I'm back and I have thoughts. So for me, even though these are decently hydrating, the Potato Chip Krispies for a $16 lip balm, I think is just bananas. I think those launched at like a good time when there weren't like a ton of products like this in the market, but now there's so many options, like there's no point in buying this. One out of 10."
21,hydrationceo,C3L0dPmrIG3,,"I am SCREAMING this ole henrikson pout preserve is INSANE 🤌🤌🤌🤌🤌 

#lipbalm #poutpreserve #olehenriksonlipbalm #lipbalmaddict #lipbalmcollection #lipbalmreview #olehenriksonpoutpreserve",2988,posts\2024-02-10_23-02-42_UTC.jpg,posts\2024-02-10_23-02-42_UTC.mp4,2024-02-10 23:02:42,GraphVideo,"['lipbalm', 'poutpreserve', 'olehenriksonlipbalm', 'lipbalmaddict', 'lipbalmcollection', 'lipbalmreview', 'olehenriksonpoutpreserve']",True,audio_output/2024-02-10_23-02-42_UTC.mp3,"I tried seven popular lip balms to find the best. Today is day six and we are trying the Ole Henriksen Pout Preserve. This is $22, so definitely on the higher end of the lip balm scale. This is the original shade and it smells like oranges. But sweetie, baby, darling, whose lips are these? This is definitely the shiniest one that I've tried so far. It is crazy. It's definitely a thicker balm, not sticky though. Anyway, I'll try this the rest of the day and I'll come back with my final thoughts. Just took like a crazy long nap and it's still there. Hi besties, I am back and I have thoughts. I love this stuff. This stuff is so worth the money. And $22 is not cheap, but I might have to pick up every color that they make in this because my lips feel so good. The wear time on this is one of the longest I've ever tried with like a lip treatment. Like you barely have to apply this and your lips are still looking glossy and hydrated and feel moisturized. It smells good. It's not gritty. And I just think my lips look incredible. This is with nothing else on my lips, like gorge. I can't believe I'm saying this, but I think this is a 10 out of 10. I think this might be the best lip treatment that exists. And you guys know I'm picky. I do not say this lightly. So yeah, definitely, definitely worth the money.","I tried seven popular lip balms to find the best. Today is day six and we are trying the Ole Henriksen Pout Preserve. This is $22, so definitely on the higher end of the lip balm scale. This is the original shade and it smells like oranges. But sweetie, baby, darling, whose lips are these? This is definitely the shiniest one that I've tried so far. It is crazy. It's definitely a thicker balm, not sticky though. Anyway, I'll try this the rest of the day and I'll come back with my final thoughts. Just took like a crazy long nap and it's still there. Hi besties, I am back and I have thoughts. I love this stuff. This stuff is so worth the money. And $22 is not cheap, but I might have to pick up every color that they make in this because my lips feel so good. The wear time on this is one of the longest I've ever tried with like a lip treatment. Like you barely have to apply this and your lips are still looking glossy and hydrated and feel moisturized. It smells good. It's not gritty. And I just think my lips look incredible. This is with nothing else on my lips, like gorge. I can't believe I'm saying this, but I think this is a 10 out of 10. I think this might be the best lip treatment that exists. And you guys know I'm picky. I do not say this lightly. So yeah, definitely, definitely worth the money."
22,hydrationceo,C3JB9o1J6lm,,"It’s day 5 and we’re almost done with the official test - laneige lip balm is up to bat 🏏 

#laneigelipbalm #laneigeglowybalm #laneigebalm #lipbalm #lipbalmaddict #lipbalmcollection #lipbalmreview #honestreview",3759,posts\2024-02-09_21-02-56_UTC.jpg,posts\2024-02-09_21-02-56_UTC.mp4,2024-02-09 21:02:56,GraphVideo,"['laneigelipbalm', 'laneigeglowybalm', 'laneigebalm', 'lipbalm', 'lipbalmaddict', 'lipbalmcollection', 'lipbalmreview', 'honestreview']",True,audio_output/2024-02-09_21-02-56_UTC.mp3,"I tried seven popular lip balms to find the best. Hi, besties, it's day five and we're doing Laneige. I'm so excited. I love Laneige's little lip sleeping masks so much. This is the shade Gummy Bear. Oh my God, I forgot to show you the applicator. Okay, here's the applicator. Anyway, this has like a really thin, slippy texture. I love the texture of these. The shine is there, but she's not sticky or goopy, even a little bit, but of course, I'm gonna try this the rest of the day and I'll come back with my final thoughts. This stuff smells so good, like expensive candy, like that Swedish candy. Okay, hi, I am back and I have thoughts. So I do love the feeling of this on the lips. I like that it's really kind of a thinner texture, but it's still really glossy. I like the smell, but I do think it could last a little bit longer on the lips. Comparing this to the Laneige lip sleeping mask in the pots, the one in the pots lasts way, way, way longer for me. I feel like this, I have to reapply pretty frequently. Still think it's a good bomb, still like it, but I'm gonna give this a six out of 10.","I tried seven popular lip balms to find the best. Hi, besties, it's day five and we're doing Laneige. I'm so excited. I love Laneige's little lip sleeping masks so much. This is the shade Gummy Bear. Oh my God, I forgot to show you the applicator. Okay, here's the applicator. Anyway, this has like a really thin, slippy texture. I love the texture of these. The shine is there, but she's not sticky or goopy, even a little bit, but of course, I'm gonna try this the rest of the day and I'll come back with my final thoughts. This stuff smells so good, like expensive candy, like that Swedish candy. Okay, hi, I am back and I have thoughts. So I do love the feeling of this on the lips. I like that it's really kind of a thinner texture, but it's still really glossy. I like the smell, but I do think it could last a little bit longer on the lips. Comparing this to the Laneige lip sleeping mask in the pots, the one in the pots lasts way, way, way longer for me. I feel like this, I have to reapply pretty frequently. Still think it's a good bomb, still like it, but I'm gonna give this a six out of 10."
23,hydrationceo,C3GMdVbLAtC,,"yall sold out this inkey list lip balm… but why??? 👀 

#inkeylistlipbalm ##inkeylisttripeptidelipbalm #lipbalm #lipbalmaddict #lipbalmreview #skincare #honestreview",3186,posts\2024-02-08_18-36-58_UTC.jpg,posts\2024-02-08_18-36-58_UTC.mp4,2024-02-08 18:36:58,GraphVideo,"['inkeylistlipbalm', 'inkeylisttripeptidelipbalm', 'lipbalm', 'lipbalmaddict', 'lipbalmreview', 'skincare', 'honestreview']",True,audio_output/2024-02-08_18-36-58_UTC.mp3,"I tried seven popular lip balms to find the best. So today is day four, and we are trying the Inkey List Tri-Peptide Lip Balm. This is $13, and it's supposed to plump and hydrate. You guys keep asking what's on my lips. I always line with Pillow Talk lip liner. That's what I do, like, every day, so that's what I'm doing for this test also. So it's a very thin consistency. It is super, super smooth, almost like an oily texture, which I do really like. It is also shiny. But I'm gonna try this the rest of the day, and I'll come back and give you my final thoughts. Y'all, I just put this on my lips like 10 minutes ago, and it's already gone. Bro, my lips feel bad right now. Like, they are hurting. Okay, hi, I'm back. So I get that this is supposed to be a lip plumper over time, but I could not use this for four weeks. It would drive me crazy. My lips are so chapped, so dry. I've never experienced anything like this before. Like, my lips, like, hurt. They're so dry. So yeah, this is a zero to 10. Would not recommend.","I tried seven popular lip balms to find the best. So today is day four, and we are trying the Inkey List Tri-Peptide Lip Balm. This is $13, and it's supposed to plump and hydrate. You guys keep asking what's on my lips. I always line with Pillow Talk lip liner. That's what I do, like, every day, so that's what I'm doing for this test also. So it's a very thin consistency. It is super, super smooth, almost like an oily texture, which I do really like. It is also shiny. But I'm gonna try this the rest of the day, and I'll come back and give you my final thoughts. Y'all, I just put this on my lips like 10 minutes ago, and it's already gone. Bro, my lips feel bad right now. Like, they are hurting. Okay, hi, I'm back. So I get that this is supposed to be a lip plumper over time, but I could not use this for four weeks. It would drive me crazy. My lips are so chapped, so dry. I've never experienced anything like this before. Like, my lips, like, hurt. They're so dry. So yeah, this is a zero to 10. Would not recommend."
24,hydrationceo,C3DZDDgru4K,,"elf has been KILLING IT lately but how do their $4 squeeze me balms perform against the big dogs? 👄

#elfsqueezemelipbalm #lipbalm #lipbalmaddict #lipbalmcollection #lipbalmreview #skintok #liproutine",5572,posts\2024-02-07_16-29-15_UTC.jpg,posts\2024-02-07_16-29-15_UTC.mp4,2024-02-07 16:29:15,GraphVideo,"['elfsqueezemelipbalm', 'lipbalm', 'lipbalmaddict', 'lipbalmcollection', 'lipbalmreview', 'skintok', 'liproutine']",True,audio_output/2024-02-07_16-29-15_UTC.mp3,"I tried seven popular lip balms to find the best. Today is day three, and we are trying the e.l.f. Squeeze Me Lip Balm. So this is $4, and I've heard people compare it to both the Laneige and the Summer Fridays Lip Balm. This is the applicator. I got the shade Strawberry. Smells like lip smackers, which I kind of love. And it is super emollient, like definitely a thicker balm, but not sticky at all. Not a ton of shine, but still there. I'm gonna try this the rest of the day, and I'll come back with my final thoughts. Okay, hi, I am back. And I love this balm. Like, it's so hydrating. You can keep reapplying. It doesn't get sticky or gooey or make a weird feel on your lips. The scent is a little intense and off-putting, but I know that they have like different flavors too. So maybe I would just get like vanilla instead of the strawberry one. And for like $4, I definitely think this is worth it. I'm gonna give this a seven out of 10.","I tried seven popular lip balms to find the best. Today is day three, and we are trying the e.l.f. Squeeze Me Lip Balm. So this is $4, and I've heard people compare it to both the Laneige and the Summer Fridays Lip Balm. This is the applicator. I got the shade Strawberry. Smells like lip smackers, which I kind of love. And it is super emollient, like definitely a thicker balm, but not sticky at all. Not a ton of shine, but still there. I'm gonna try this the rest of the day, and I'll come back with my final thoughts. Okay, hi, I am back. And I love this balm. Like, it's so hydrating. You can keep reapplying. It doesn't get sticky or gooey or make a weird feel on your lips. The scent is a little intense and off-putting, but I know that they have like different flavors too. So maybe I would just get like vanilla instead of the strawberry one. And for like $4, I definitely think this is worth it. I'm gonna give this a seven out of 10."
25,hydrationceo,C3BAp-VJx7I,,"Let’s get into the naturium lip balms 👀 

#lipbalm #lipbalmreview #naturiumlipbalm #lipbalmcollection #lipbalmaddict",2648,posts\2024-02-06_18-17-40_UTC.jpg,posts\2024-02-06_18-17-40_UTC.mp4,2024-02-06 18:17:40,GraphVideo,"['lipbalm', 'lipbalmreview', 'naturiumlipbalm', 'lipbalmcollection', 'lipbalmaddict']",True,audio_output/2024-02-06_18-17-40_UTC.mp3,"I tried seven popular lip balms to find the best. Today is day two and we are trying the Natrium Phyto Glow Lip Balm. This is definitely a thicker formula. It is definitely like tough to squeeze out, but it also lasts a lot longer on the lips. There's like a super light vanilla-y scent, but like nothing serious. This is how it looks on the lips. Definitely shinier than the Summer Fridays, but that kind of makes sense because it's thicker. But anyway, I'm gonna wear this the rest of the day and I'll come back and give you my final thoughts. I've eaten, I've drunk, she's still on there pretty good. Okay, I am back and I have my final thoughts. Okay, in terms of hydration, I think she does a pretty good job. She is a definitely thick textured lip balm, so she stays on even as you kind of eat and drink. A little sticky, nothing crazy, but you know, she's a little goopy. I actually think this feels on the lips kind of like a super creamy lipstick. And I personally prefer my moms to be a little bit lighter, but I still think it's a great formula. Definitely one that I reach for pretty often, especially when I want some color. For those reasons, I'm gonna give this a 7 out of 10.","I tried seven popular lip balms to find the best. Today is day two and we are trying the Natrium Phyto Glow Lip Balm. This is definitely a thicker formula. It is definitely like tough to squeeze out, but it also lasts a lot longer on the lips. There's like a super light vanilla-y scent, but like nothing serious. This is how it looks on the lips. Definitely shinier than the Summer Fridays, but that kind of makes sense because it's thicker. But anyway, I'm gonna wear this the rest of the day and I'll come back and give you my final thoughts. I've eaten, I've drunk, she's still on there pretty good. Okay, I am back and I have my final thoughts. Okay, in terms of hydration, I think she does a pretty good job. She is a definitely thick textured lip balm, so she stays on even as you kind of eat and drink. A little sticky, nothing crazy, but you know, she's a little goopy. I actually think this feels on the lips kind of like a super creamy lipstick. And I personally prefer my moms to be a little bit lighter, but I still think it's a great formula. Definitely one that I reach for pretty often, especially when I want some color. For those reasons, I'm gonna give this a 7 out of 10."
