,creatorid,post_id,title,caption,likes,thumbnail_url,url,date_utc,typename,caption_hashtags,is_video,audio_url,audio_transcript,en_audio_transcript
30,reeti_shop,CyisqIkAWiZ,,"Explore the collection now! Find link in bio! 

#Reeti #Culture #Tradition #Handmade #Artisanal",-1,posts/reeti_shop/2023-10-18_13-39-35_UTC.jpg,posts/reeti_shop/2023-10-18_13-39-35_UTC.jpg,2023-10-18 13:39:35,GraphImage,"['reeti', 'culture', 'tradition', 'handmade', 'artisanal']",False,,,
31,reeti_shop,CydmlW_gNM3,,"Embrace elegance, creativity, and fashion-forward designs now! 💃✨ 

Find link in bio! 

#Reeti #Style #Conscious #Handmade #ForYou",-1,posts/reeti_shop/2023-10-16_14-10-18_UTC.jpg,posts/reeti_shop/2023-10-16_14-10-18_UTC.jpg,2023-10-16 14:10:18,GraphImage,"['reeti', 'style', 'conscious', 'handmade', 'foryou']",False,,,
32,reeti_shop,CydmHWjAu1o,,"Embrace elegance, creativity, and fashion-forward designs now! 💃✨ 

Find link in bio! 

#Reeti #Style #Conscious #Handmade #ForYou",-1,posts/reeti_shop/2023-10-16_14-06-12_UTC.jpg,posts/reeti_shop/2023-10-16_14-06-12_UTC.jpg,2023-10-16 14:06:12,GraphImage,"['reeti', 'style', 'conscious', 'handmade', 'foryou']",False,,,
33,reeti_shop,CyV_Vc6g2Nd,,"Have a fun day out in the sun! Shop from link in bio! 

#Reeti #Culture #Impact #Handmade #Artisanal #ForYou",-1,posts/reeti_shop/2023-10-13_15-12-40_UTC.jpg,posts/reeti_shop/2023-10-13_15-12-40_UTC.jpg,2023-10-13 15:12:40,GraphImage,"['reeti', 'culture', 'impact', 'handmade', 'artisanal', 'foryou']",False,,,
34,reeti_shop,CyV-3sCASLI,,"Have a fun day out in the sun! Shop from link in bio! 

#Reeti #Culture #Impact #Handmade #Artisanal #ForYou",-1,posts/reeti_shop/2023-10-13_15-08-36_UTC.jpg,posts/reeti_shop/2023-10-13_15-08-36_UTC.jpg,2023-10-13 15:08:36,GraphImage,"['reeti', 'culture', 'impact', 'handmade', 'artisanal', 'foryou']",False,,,
35,reeti_shop,CyQ1ETvAksv,,"Embrace the exquisite craftsmanship and timeless designs! 

Shop now from link in bio! 

#Reeti #Impact #Handmade #Artisanal #Comfort",-1,posts/reeti_shop/2023-10-11_15-06-44_UTC.jpg,posts/reeti_shop/2023-10-11_15-06-44_UTC.jpg,2023-10-11 15:06:44,GraphImage,"['reeti', 'impact', 'handmade', 'artisanal', 'comfort']",False,,,
36,reeti_shop,CyQ0yuAg0fl,,"Reeti x Paher - witness the harmony of design and the essence of the outdoors 🌳 

Now available in the USA. Find link in bio!!

#ReetiPaherCollab #CraftedWithHeritage #Artisanal #Empowerment",-1,posts/reeti_shop/2023-10-11_15-04-20_UTC.jpg,posts/reeti_shop/2023-10-11_15-04-20_UTC.jpg,2023-10-11 15:04:20,GraphImage,"['reetipahercollab', 'craftedwithheritage', 'artisanal', 'empowerment']",False,,,
37,reeti_shop,CyLqUSQA29B,,"Create your own magic! Shop now from link in bio ❤️

#Reeti #Impact #Handmade #Artisanal #BeYou",-1,posts/reeti_shop/2023-10-09_14-56-36_UTC.jpg,posts/reeti_shop/2023-10-09_14-56-36_UTC.jpg,2023-10-09 14:56:36,GraphImage,"['reeti', 'impact', 'handmade', 'artisanal', 'beyou']",False,,,
38,reeti_shop,CyLpzwyAWp_,,"Create your own magic! Shop now from link in bio ❤️

#Reeti #Impact #Handmade #Artisanal #BeYou",-1,posts/reeti_shop/2023-10-09_14-52-09_UTC.jpg,posts/reeti_shop/2023-10-09_14-52-09_UTC.jpg,2023-10-09 14:52:09,GraphImage,"['reeti', 'impact', 'handmade', 'artisanal', 'beyou']",False,,,
39,reeti_shop,CyBcN1lgLux,,"Elevate your wardrobe. Shop now from link in bio! 

#Reeti #SustainableFashion #Upcycled #Impact",-1,posts/reeti_shop/2023-10-05_15-40-58_UTC.jpg,posts/reeti_shop/2023-10-05_15-40-58_UTC.jpg,2023-10-05 15:40:58,GraphImage,"['reeti', 'sustainablefashion', 'upcycled', 'impact']",False,,,
40,reeti_shop,CyBcF_yAT1J,,"Elevate your wardrobe. Shop now from link in bio! 

#Reeti #SustainableFashion #Upcycled #Impact",-1,posts/reeti_shop/2023-10-05_15-39-54_UTC.jpg,posts/reeti_shop/2023-10-05_15-39-54_UTC.jpg,2023-10-05 15:39:54,GraphImage,"['reeti', 'sustainablefashion', 'upcycled', 'impact']",False,,,
41,reeti_shop,Cx7_Cw-AtVe,,"Comfort x style - shop now! Find link in our bio 💃

#Style #Innovation #SustainableClothing  #BeYou #Reeti",-1,posts/reeti_shop/2023-10-03_12-49-51_UTC.jpg,posts/reeti_shop/2023-10-03_12-49-51_UTC.jpg,2023-10-03 12:49:51,GraphImage,"['style', 'innovation', 'sustainableclothing', 'beyou', 'reeti']",False,,,
42,reeti_shop,Cx7-9TvAitm,,"Comfort x style - shop now! Find link in our bio 💃

#Style #Innovation #SustainableClothing  #BeYou #Reeti",-1,posts/reeti_shop/2023-10-03_12-49-07_UTC.jpg,posts/reeti_shop/2023-10-03_12-49-07_UTC.jpg,2023-10-03 12:49:07,GraphImage,"['style', 'innovation', 'sustainableclothing', 'beyou', 'reeti']",False,,,
43,reeti_shop,Cx4XvtrgI9r,,"Your Style, Your Way! 🌱
Unlock a treasure trove of fashion inspiration and shop these curated looks by REETI. 

Explore our collection today! 

#ReetiFashion #YourStyleYourWay #SustainableStyle #SlowMade #SustainableFashion",-1,posts/reeti_shop/2023-10-02_03-08-45_UTC_1.jpg,posts/reeti_shop/2023-10-02_03-08-45_UTC_1.jpg,2023-10-02 03:08:45,GraphSidecar,"['reetifashion', 'yourstyleyourway', 'sustainablestyle', 'slowmade', 'sustainablefashion']",False,,,
44,reeti_shop,Cx4W_96Ajs1,,"Shop These Looks! ✨ 
Elevate your style game with Reeti’s handpicked collection of sustainable fashion. Explore now! 

#ReetiFashion #SustainableStyle #SlowMade #SlowFashion #FashionFinds",-1,posts/reeti_shop/2023-10-02_03-02-13_UTC_6.jpg,posts/reeti_shop/2023-10-02_03-02-13_UTC_6.jpg,2023-10-02 03:02:13,GraphSidecar,"['reetifashion', 'sustainablestyle', 'slowmade', 'slowfashion', 'fashionfinds']",False,,,
45,reeti_shop,Cx4WvFPADBE,,"Sustainable fashion, unlimited style🌱 
It’s time to shop these fabulous looks from Reeti! Explore, choose and make a difference with every purchase ❤️

#SustainableStyle #ShopReeti #ElevateYourStyle #SlowMade #EthicalFashion",-1,posts/reeti_shop/2023-10-02_02-59-55_UTC_1.jpg,posts/reeti_shop/2023-10-02_02-59-55_UTC_1.jpg,2023-10-02 02:59:55,GraphSidecar,"['sustainablestyle', 'shopreeti', 'elevateyourstyle', 'slowmade', 'ethicalfashion']",False,,,
46,reeti_shop,Cxp_QVmgSnp,,"Shop the latest collection from our link in bio! 

#SustainableClothing #Artisanal #Mindful #Impact #Reeti",-1,posts/reeti_shop/2023-09-26_13-05-23_UTC.jpg,posts/reeti_shop/2023-09-26_13-05-23_UTC.jpg,2023-09-26 13:05:23,GraphImage,"['sustainableclothing', 'artisanal', 'mindful', 'impact', 'reeti']",False,,,
47,reeti_shop,Cxfxu5NADcl,,"Elevate your wardrobe. Shop now from link in bio! 

#SustainableClothing #Upcycled #Mindful #Impact #Reeti",-1,posts/reeti_shop/2023-09-22_13-54-49_UTC.jpg,posts/reeti_shop/2023-09-22_13-54-49_UTC.jpg,2023-09-22 13:54:49,GraphImage,"['sustainableclothing', 'upcycled', 'mindful', 'impact', 'reeti']",False,,,
48,reeti_shop,CxfxOr-A0QT,,"Reeti x Soares -  Where fashion meets sustainability, one stitch at a time. 

Now available in the USA. Find link in bio✨

#ReetiSoaresCollab #SustainableClothing #Upcycled #Mindful #Impact #Reeti",-1,posts/reeti_shop/2023-09-22_13-50-25_UTC.jpg,posts/reeti_shop/2023-09-22_13-50-25_UTC.jpg,2023-09-22 13:50:25,GraphImage,"['reetisoarescollab', 'sustainableclothing', 'upcycled', 'mindful', 'impact', 'reeti']",False,,,
49,reeti_shop,CxarqpEAX5n,,"Join us on this eco-chic journey! Shop from our link in bio! 

#SustainableClothing #Impact #Mindful #Comfortable #Reeti #BeYou",-1,posts/reeti_shop/2023-09-20_14-25-36_UTC.jpg,posts/reeti_shop/2023-09-20_14-25-36_UTC.jpg,2023-09-20 14:25:36,GraphImage,"['sustainableclothing', 'impact', 'mindful', 'comfortable', 'reeti', 'beyou']",False,,,
50,reeti_shop,CxarhU_AizO,,"Join us on this eco-chic journey! Shop from our link in bio! 

#SustainableClothing #Impact #Mindful #Comfortable #Reeti #BeYou",-1,posts/reeti_shop/2023-09-20_14-24-20_UTC.jpg,posts/reeti_shop/2023-09-20_14-24-20_UTC.jpg,2023-09-20 14:24:20,GraphImage,"['sustainableclothing', 'impact', 'mindful', 'comfortable', 'reeti', 'beyou']",False,,,
51,reeti_shop,CxQYChJuMr_,,"Shop from the link in our bio ✨

#Style #SustainableClothing #Handmade #BeYou #Reeti",-1,posts/reeti_shop/2023-09-16_14-21-41_UTC.jpg,posts/reeti_shop/2023-09-16_14-21-41_UTC.jpg,2023-09-16 14:21:41,GraphImage,"['style', 'sustainableclothing', 'handmade', 'beyou', 'reeti']",False,,,
52,reeti_shop,CxQXX_vO0Ib,,"Shop this collection from our link in bio ✨

#Style #SustainableClothing #Handmade #BeYou #Reeti",-1,posts/reeti_shop/2023-09-16_14-15-53_UTC.jpg,posts/reeti_shop/2023-09-16_14-15-53_UTC.jpg,2023-09-16 14:15:53,GraphImage,"['style', 'sustainableclothing', 'handmade', 'beyou', 'reeti']",False,,,
53,reeti_shop,CxI0nQvyFxQ,,"Shop your new wardrobe must-haves now! 

#Style #Innovation #SustainableClothing  #BeYou  #Reeti",-1,posts/reeti_shop/2023-09-13_15-57-27_UTC.jpg,posts/reeti_shop/2023-09-13_15-57-27_UTC.jpg,2023-09-13 15:57:27,GraphImage,"['style', 'innovation', 'sustainableclothing', 'beyou', 'reeti']",False,,,
54,reeti_shop,CxI0eKEygvF,,"Shop your new wardrobe must-haves now! 

#Style #Innovation #SustainableClothing  #BeYou #reeti",-1,posts/reeti_shop/2023-09-13_15-56-12_UTC.jpg,posts/reeti_shop/2023-09-13_15-56-12_UTC.jpg,2023-09-13 15:56:12,GraphImage,"['style', 'innovation', 'sustainableclothing', 'beyou', 'reeti']",False,,,
55,reeti_shop,CxGOt6QKm6a,,"Explore the stunning collection! Find link in bio to shop now! 

#Reeti #Erode #Tradition #Handmade #Style",-1,posts/reeti_shop/2023-09-12_15-47-50_UTC.jpg,posts/reeti_shop/2023-09-12_15-47-50_UTC.jpg,2023-09-12 15:47:50,GraphImage,"['reeti', 'erode', 'tradition', 'handmade', 'style']",False,,,
56,reeti_shop,CxDlfo6q3JZ,,"Shop from the link in our bio ✨

#Style #SustainableClothing #Handmade #BeYou #Reeti",-1,posts/reeti_shop/2023-09-11_15-09-08_UTC.jpg,posts/reeti_shop/2023-09-11_15-09-08_UTC.jpg,2023-09-11 15:09:08,GraphImage,"['style', 'sustainableclothing', 'handmade', 'beyou', 'reeti']",False,,,
57,reeti_shop,CxDkSPEK1fF,,"Shop this collection from our link in bio ✨

#Style #SustainableClothing #Handmade #BeYou #reeti",-1,posts/reeti_shop/2023-09-11_14-58-34_UTC.jpg,posts/reeti_shop/2023-09-11_14-58-34_UTC.jpg,2023-09-11 14:58:34,GraphImage,"['style', 'sustainableclothing', 'handmade', 'beyou', 'reeti']",False,,,
58,reeti_shop,CxBA9otqaSO,,"We’re live!! 
Find link in bio to shop now ✨",-1,posts/reeti_shop/2023-09-10_15-11-26_UTC.jpg,posts/reeti_shop/2023-09-10_15-11-26_UTC.jpg,2023-09-10 15:11:26,GraphImage,[],False,,,
